poly_number,point_number,subclass,northing,easting,elevation,notes,date,type,veg_height_cm,veg_height_m,outside_mask,out_rgb_may,out_lidar_may,out_rgb_aug,out_lidar_aug,site,predicted
NA,30,3,825488.9964311448,321930.9180150132,0.494,NA,2022-08-06,EVP,21,0.21,NA,NA,NA,NA,NA,rr,0.5924436140375343
NA,31,3,825521.8612893672,321532.20185327786,0.601,NA,2022-08-06,EVP,44,0.44,NA,NA,NA,NA,NA,rr,0.7778256920815473
NA,32,1,825508.1045395926,321706.903563113,0.368,NA,2022-08-10,EVP,89,0.89,NA,NA,NA,NA,NA,rr,0.56087331986253
NA,33,9,825731.2560940743,321836.99901980284,0.673,NA,2022-08-10,EVP,103,1.03,NA,NA,NA,NA,NA,rr,0.7444582889038353
NA,34,11,825687.5392236322,321887.3716941074,0.653,NA,2022-08-10,EVP,80,0.8,NA,NA,NA,NA,NA,rr,0.941046328537399
NA,35,1,825394.1339461968,321618.21762851754,0.712,NA,2022-08-06,EVP,54,0.54,NA,NA,NA,NA,NA,rr,0.8537179100383417
NA,37,3,825322.2487749866,322025.76779538207,0.396,NA,2022-08-06,EVP,21,0.21,NA,NA,NA,NA,NA,rr,0.49376025710437016
NA,39,5,825318.5153027116,321734.3356154609,0.644,NA,2022-08-06,EVP,5,0.05,NA,NA,NA,NA,NA,rr,0.7605954126787575
NA,40,3,825341.8279616667,322002.9607068775,0.592,NA,2022-08-06,EVP,44,0.44,NA,NA,NA,NA,NA,rr,0.775183447708127
NA,41,3,825331.5780340547,322028.11037659884,0.508,NA,2022-08-06,EVP,35,0.35,NA,NA,NA,NA,NA,rr,0.6247884664211932
NA,42,N/A,825321.9214078612,322040.60635299096,0.609,NA,2022-08-06,EVP,41,0.41,NA,NA,NA,NA,NA,rr,0.7288072635598941
NA,43,9,825399.3513951956,321624.9564174446,0.804,NA,2022-08-06,EVP,109,1.09,NA,NA,NA,NA,NA,rr,0.9108962543012946
NA,44,6,825487.2288823146,321507.9401879596,0.639,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7363618096047362
NA,45,3,825328.5954577015,322032.6227327065,0.545,NA,2022-08-06,EVP,26,0.26,NA,NA,NA,NA,NA,rr,0.6300079460627629
NA,47,3,825340.1462847898,322007.9164412045,0.582,NA,2022-08-06,EVP,11,0.11,NA,NA,NA,NA,NA,rr,0.6761092267837615
NA,48,7,825260.7650723644,321505.7088872291,0.565,NA,2022-08-06,EVP,15,0.15,NA,NA,NA,NA,NA,rr,0.7011244174043232
NA,49,5,825544.0558746206,321687.3542953665,0.503,NA,2022-08-10,EVP,32,0.32,NA,NA,NA,NA,NA,rr,0.6219402776343987
NA,50,7,825261.2066585736,321509.38572910486,0.634,NA,2022-08-06,EVP,17,0.17,NA,NA,NA,NA,NA,rr,0.7534429027637728
NA,52,9,825549.959863213,321616.2463932964,0.642,NA,2022-08-10,EVP,123,1.23,NA,NA,NA,NA,NA,rr,0.7963190240795992
NA,53,9,825381.9049109465,321588.53238253074,0.757,NA,2022-08-06,EVP,57,0.57,NA,NA,NA,NA,NA,rr,0.8581056043540765
NA,54,9,825722.7358645331,321839.6755632906,0.766,NA,2022-08-10,EVP,116,1.16,NA,NA,NA,NA,NA,rr,0.833627097748177
NA,55,9,825524.0341621782,321595.21612967004,0.708,NA,2022-08-10,EVP,126,1.26,NA,NA,NA,NA,NA,rr,0.8371303356695465
NA,56,11,825585.5492570244,321939.01631195436,0.659,NA,2022-08-06,EVP,120,1.2,NA,NA,NA,NA,NA,rr,0.7902269125010963
NA,57,9,825723.2459663722,321828.7655993751,0.573,NA,2022-08-10,EVP,100,1,NA,NA,NA,NA,NA,rr,0.6525269373882454
NA,58,9,825513.3538121639,321596.50365264696,0.742,NA,2022-08-10,EVP,132,1.32,NA,NA,NA,NA,NA,rr,0.8406616034551939
NA,59,9,825268.9649181496,321542.27777447435,0.785,NA,2022-08-06,EVP,58,0.58,NA,NA,NA,NA,NA,rr,0.8968394678838064
NA,60,9,825308.5356677398,321475.17272691365,0.883,NA,2022-08-06,EVP,97,0.97,NA,NA,NA,NA,NA,rr,0.9417118945929679
NA,62,10,825329.5134463952,321782.70362881036,0.814,NA,2022-08-06,EVP,18,0.18,NA,NA,NA,NA,NA,rr,0.8412765884229377
NA,63,9,825508.7971899011,321492.86883725476,0.551,NA,2022-08-06,EVP,104,1.04,NA,NA,NA,NA,NA,rr,0.6939656209282535
NA,64,9,825379.2723870584,321592.214906176,0.821,NA,2022-08-06,EVP,71,0.71,NA,NA,NA,NA,NA,rr,0.9097754857208445
NA,66,9,825582.7344260748,321632.3331961011,0.633,NA,2022-08-10,EVP,101,1.01,NA,NA,NA,NA,NA,rr,0.7716242635599889
NA,67,9,825536.8142080123,321600.0008506353,0.528,NA,2022-08-10,EVP,3,0.03,NA,NA,NA,NA,NA,rr,0.6360573158612577
NA,68,5,825590.0608202848,321706.6144855672,0.614,NA,2022-08-10,EVP,31,0.31,NA,NA,NA,NA,NA,rr,0.738329921298615
NA,69,6,825598.9530382776,321723.9469163004,0.552,NA,2022-08-10,EVP,26,0.26,NA,NA,NA,NA,NA,rr,0.6680892953437892
NA,70,9,825586.392932417,321690.3604470484,1.178,NA,2022-08-10,EVP,85,0.85,NA,NA,NA,NA,NA,rr,1.225181458224848
NA,71,8,825334.4396913694,321432.18022714014,0.696,NA,2022-08-06,EVP,38,0.38,NA,NA,NA,NA,NA,rr,0.7812656524276456
NA,72,8,825340.4354584888,321444.5664929763,0.718,NA,2022-08-06,EVP,34,0.34,NA,NA,NA,NA,NA,rr,0.8259847403444347
NA,73,8,825290.3139184298,321443.5578698388,0.633,NA,2022-08-06,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.7224578017181333
NA,74,8,825309.7408444522,321466.5782048419,0.695,NA,2022-08-06,EVP,25,0.25,NA,NA,NA,NA,NA,rr,0.7492309424698871
NA,75,3,825426.5176430576,321457.3337809532,0.59,NA,2022-08-06,EVP,45,0.45,NA,NA,NA,NA,NA,rr,0.7167392248187494
NA,76,8,825339.1823496906,321438.8698297982,0.723,NA,2022-08-06,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.8111938075780416
NA,77,8,825295.7282207224,321394.1703545155,0.655,NA,2022-08-06,EVP,35,0.35,NA,NA,NA,NA,NA,rr,0.7302177488699357
NA,78,8,825411.1414224695,321572.6217117129,0.687,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7552106804002436
NA,79,6,825491.2309490344,321592.13378823706,0.776,NA,2022-08-06,EVP,25,0.25,NA,NA,NA,NA,NA,rr,0.8355286851754746
NA,80,3,825475.5329688801,321621.15622821625,0.556,NA,2022-08-06,EVP,16,0.16,NA,NA,NA,NA,NA,rr,0.6170749088443662
NA,82,8,825283.4197501539,321450.9944905562,0.652,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7513104841857616
NA,83,8,825324.0082811859,321400.7562594543,0.642,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7460768824740123
NA,84,1,825521.4558547859,321704.48428157857,0.343,NA,2022-08-10,EVP,65,0.65,NA,NA,NA,NA,NA,rr,0.4775569890719039
NA,85,5,825301.6684275963,321399.8542786725,0.614,NA,2022-08-06,EVP,23,0.23,NA,NA,NA,NA,NA,rr,0.7200949604425972
NA,86,5,825613.7154313826,321705.38350867527,0.714,NA,2022-08-10,EVP,39,0.39,NA,NA,NA,NA,NA,rr,0.8336675313616286
NA,87,8,825409.6942727813,321567.47711732704,0.72,NA,2022-08-06,EVP,46,0.46,NA,NA,NA,NA,NA,rr,0.7811135428845232
NA,88,3,825289.3829629058,321713.33089343715,0.444,NA,2022-08-06,EVP,53,0.53,NA,NA,NA,NA,NA,rr,0.6683329713402859
NA,89,8,825424.0177875798,321560.24091289815,0.744,NA,2022-08-06,EVP,32,0.32,NA,NA,NA,NA,NA,rr,0.7932176454751108
NA,90,7,825450.8592681439,321453.4808379623,0.642,NA,2022-08-06,EVP,32,0.32,NA,NA,NA,NA,NA,rr,0.7349716317200989
NA,92,6,825477.1905907437,321512.1271254654,0.611,NA,2022-08-06,EVP,27,0.27,NA,NA,NA,NA,NA,rr,0.7258354092784458
NA,93,7,825509.7560147322,321444.8473142521,0.559,NA,2022-08-06,EVP,35,0.35,NA,NA,NA,NA,NA,rr,0.6714436592593207
NA,94,7,825299.5928789596,321727.39747670706,0.568,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7227173158963027
NA,95,4,825536.1557463054,321573.4353861046,0.725,NA,2022-08-10,EVP,40,0.4,NA,NA,NA,NA,NA,rr,0.8217288849753941
NA,96,7,825421.0023452997,321461.1314841764,0.685,NA,2022-08-06,EVP,31,0.31,NA,NA,NA,NA,NA,rr,0.7801068062705248
NA,97,7,825584.8696052812,321665.9127779622,0.772,NA,2022-08-10,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.880940690660388
NA,99,3,825440.450728315,321454.9605700594,0.613,NA,2022-08-06,EVP,31,0.31,NA,NA,NA,NA,NA,rr,0.7420863909174401
NA,102,6,825220.9294801233,321369.9564054724,0.627,NA,2022-08-06,EVP,23,0.23,Yes,NA,NA,NA,NA,rr,0.7585328446810082
NA,104,6,825448.145355247,321448.34220334794,0.652,NA,2022-08-06,EVP,30,0.3,NA,NA,NA,NA,NA,rr,0.7537545429709277
NA,105,6,825766.6883635654,321851.0537651046,0.635,NA,2022-08-10,EVP,20,0.2,NA,NA,NA,NA,NA,rr,0.7790662203414681
NA,106,5,825577.7755541046,321673.0840404185,0.718,NA,2022-08-10,EVP,37,0.37,NA,NA,NA,NA,NA,rr,0.8433254470333967
NA,107,8,825469.1758082799,321540.4128787803,0.678,NA,2022-08-06,EVP,24,0.24,NA,NA,NA,NA,NA,rr,0.7812837744777774
NA,108,6,825245.20392948,321451.1824411388,0.592,NA,2022-08-06,EVP,10,0.1,NA,NA,NA,NA,NA,rr,0.7253328552392885
NA,109,6,825584.3677655179,321684.64729435695,0.706,NA,2022-08-10,EVP,23,0.23,NA,NA,NA,NA,NA,rr,0.8079305321685079
NA,110,6,825408.6077158396,321581.6773324266,0.636,NA,2022-08-06,EVP,17,0.17,NA,NA,NA,NA,NA,rr,0.7442309293890327
NA,111,6,825760.0979543143,321842.5347164373,0.562,NA,2022-08-10,EVP,23,0.23,NA,NA,NA,NA,NA,rr,0.7145955133259755
NA,112,6,825477.9896753922,321587.8328789771,1.057,NA,2022-08-06,EVP,38,0.38,NA,NA,NA,NA,NA,rr,1.2113641041852015
NA,113,6,825503.0667998304,321546.4766988078,0.597,NA,2022-08-06,EVP,19,0.19,NA,NA,NA,NA,NA,rr,0.6843400059392382
NA,114,6,825322.1607220038,321363.5215872539,0.649,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7749110408448956
NA,115,6,825596.702225388,321715.372226365,0.565,NA,2022-08-10,EVP,30,0.3,NA,NA,NA,NA,NA,rr,0.6956917814340122
NA,119,3,825317.7375821669,321403.2910621564,0.532,NA,2022-08-06,EVP,22,0.22,NA,NA,NA,NA,NA,rr,0.6373284079325793
NA,120,5,825279.5606255572,321471.004887177,0.627,NA,2022-08-06,EVP,37,0.37,NA,NA,NA,NA,NA,rr,0.7180796273323433
NA,121,5,825490.671004461,321463.15661656414,0.556,NA,2022-08-06,EVP,43,0.43,NA,NA,NA,NA,NA,rr,0.6669254683156904
NA,122,5,825586.6370846607,321741.194981593,0.509,NA,2022-08-10,EVP,42,0.42,NA,NA,NA,NA,NA,rr,0.6532240316112078
NA,123,5,825243.810124167,321446.73380556214,0.516,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.6473728432191999
NA,124,5,825464.6113945633,321562.1791515817,0.686,NA,2022-08-06,EVP,33,0.33,NA,NA,NA,NA,NA,rr,0.7744819013877352
NA,125,5,825476.2383617631,321582.65613440383,0.664,NA,2022-08-06,EVP,27,0.27,NA,NA,NA,NA,NA,rr,0.7510122457167002
NA,126,5,825529.6182959925,321630.90065697493,0.545,NA,2022-08-10,EVP,32,0.32,NA,NA,NA,NA,NA,rr,0.6726254461473208
NA,127,5,825500.0450871369,321449.7582368327,0.569,NA,2022-08-06,EVP,44,0.44,NA,NA,NA,NA,NA,rr,0.7262606028121044
NA,128,5,825475.6537375164,321427.56935333204,0.52,NA,2022-08-06,EVP,55,0.55,NA,NA,NA,NA,NA,rr,0.670235674472962
NA,129,5,825486.9173734306,321456.3400707719,0.618,NA,2022-08-06,EVP,41,0.41,NA,NA,NA,NA,NA,rr,0.7104371564321064
NA,130,5,825670.2430340857,321859.62771626713,0.718,NA,2022-08-10,EVP,27,0.27,NA,NA,NA,NA,NA,rr,0.8547379463489502
NA,131,5,825607.715614568,321777.45893256715,0.534,NA,2022-08-10,EVP,48,0.48,NA,NA,NA,NA,NA,rr,0.6602138734268391
NA,132,4,825594.9458755837,321726.99107053387,0.495,NA,2022-08-10,EVP,51,0.51,NA,NA,NA,NA,NA,rr,0.6215596458966525
NA,133,4,825522.3478986348,321677.314130703,0.525,NA,2022-08-10,EVP,30,0.3,NA,NA,NA,NA,NA,rr,0.5453416751236279
NA,134,4,825312.4225879032,321374.35668493994,0.629,NA,2022-08-06,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.7400517917202671
NA,135,4,825432.5744182224,321420.1845894725,0.794,NA,2022-08-06,EVP,22,0.22,NA,NA,NA,NA,NA,rr,0.8369197525784836
NA,136,4,825434.2912919313,321406.49336937943,0.737,NA,2022-08-06,EVP,31,0.31,NA,NA,NA,NA,NA,rr,0.8118223732669596
NA,139,4,825526.7679135428,321618.92794145085,0.453,NA,2022-08-10,EVP,42,0.42,NA,NA,NA,NA,NA,rr,0.5334296459445216
NA,140,3,825568.99441659,321795.5749538765,0.555,NA,2022-08-10,EVP,20,0.2,NA,NA,NA,NA,NA,rr,0.6570011940239213
NA,142,9,825333.2548157721,321447.3320118295,0.796,NA,2022-08-06,EVP,69,0.69,NA,NA,NA,NA,NA,rr,0.9276645140520575
NA,143,8,825310.6499134884,321454.73091197223,0.7,NA,2022-08-06,EVP,22,0.22,NA,NA,NA,NA,NA,rr,0.7802742992810691
NA,144,4,825465.2998419319,321556.24667460483,0.664,NA,2022-08-06,EVP,38,0.38,NA,NA,NA,NA,NA,rr,0.7648029052137959
NA,145,3,825565.1712710634,321777.73926935584,0.552,NA,2022-08-10,EVP,14,0.14,NA,NA,NA,NA,NA,rr,0.6262639769499139
NA,146,3,825373.4260617732,321905.04830478417,0.376,NA,2022-08-06,EVP,23,0.23,NA,NA,NA,NA,NA,rr,0.4894761424060379
NA,147,3,825256.5294811176,321614.25786667207,0.508,NA,2022-08-06,EVP,15,0.15,NA,NA,NA,NA,NA,rr,0.6121911159481469
NA,148,3,825357.2146805056,321947.233509802,0.442,NA,2022-08-06,EVP,18,0.18,NA,NA,NA,NA,NA,rr,0.5393098405954222
NA,149,3,825269.8716942967,321584.03425809264,0.431,NA,2022-08-06,EVP,32,0.32,NA,NA,NA,NA,NA,rr,0.5783968306247579
NA,150,3,825394.8141198708,321816.5807802457,0.434,NA,2022-08-06,EVP,18,0.18,NA,NA,NA,NA,NA,rr,0.5156427734070071
NA,151,3,825466.276485514,321406.682443279,0.655,NA,2022-08-06,EVP,19,0.19,NA,NA,NA,NA,NA,rr,0.7499423651352242
NA,152,3,825388.3664360766,321689.2364961598,0.521,NA,2022-08-06,EVP,17,0.17,NA,NA,NA,NA,NA,rr,0.6217675205217791
NA,153,1,825503.8699205812,321711.89179245674,0.338,NA,2022-08-10,EVP,116,1.16,NA,NA,NA,NA,NA,rr,0.44066987512076794
NA,154,3,825394.4765885326,321795.9693490085,0.376,NA,2022-08-06,EVP,21,0.21,NA,NA,NA,NA,NA,rr,0.45852128484298504
NA,155,3,825400.1754718672,321702.03248378914,0.406,NA,2022-08-06,EVP,42,0.42,NA,NA,NA,NA,NA,rr,0.5446406004078408
NA,156,3,825445.8015379906,321780.67775132915,0.462,NA,2022-08-06,EVP,19,0.19,NA,NA,NA,NA,NA,rr,0.5698468722986805
NA,157,3,825457.0041083591,321923.1845790975,0.466,NA,2022-08-06,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.5632257163523406
NA,158,3,825297.1118817916,321427.82090901333,0.534,NA,2022-08-06,EVP,20,0.2,NA,NA,NA,NA,NA,rr,0.6414137965397655
NA,159,3,825554.3664014658,321738.4603726342,0.501,NA,2022-08-10,EVP,26,0.26,NA,NA,NA,NA,NA,rr,0.6315866610362917
NA,160,3,825408.1435673683,321717.4304475836,0.491,NA,2022-08-06,EVP,24,0.24,NA,NA,NA,NA,NA,rr,0.6053439497906528
NA,161,2,825613.324499129,321776.45556315803,0.445,NA,2022-08-10,EVP,65,0.65,NA,NA,NA,NA,NA,rr,0.6074510490775111
NA,162,1,825643.4624980788,321890.0775459898,0.194,NA,2022-08-10,EVP,128,1.28,NA,NA,NA,NA,NA,rr,0.3613925045174876
NA,163,1,825661.9980141798,322003.7710791866,0.401,NA,2022-08-10,EVP,115,1.15,NA,NA,NA,NA,NA,rr,0.5595780988627244
NA,164,3,825679.4720057502,322005.93191081873,0.459,NA,2022-08-10,EVP,26,0.26,NA,NA,NA,NA,NA,rr,0.5695995974939161
NA,166,3,825672.0242501772,321960.6766394216,0.476,NA,2022-08-10,EVP,33,0.33,NA,NA,NA,NA,NA,rr,0.5891904537905801
NA,167,1,825293.3099006619,321622.93634958065,0.435,NA,2022-08-06,EVP,53,0.53,NA,NA,NA,NA,NA,rr,0.5985414864930602
NA,170,5,825257.3077557924,321494.47341987526,0.456,NA,2022-08-06,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.6197907423959743
NA,172,2,825285.2404306385,321733.0943873294,0.563,NA,2022-08-06,EVP,28,0.28,NA,NA,NA,NA,NA,rr,0.7484226199430133
NA,173,1,825648.8932729327,321777.94402885175,0.191,NA,2022-08-10,EVP,76,0.76,NA,NA,NA,NA,NA,rr,0.33220914082022607
NA,175,1,825650.4950974978,321902.22538743453,0.296,NA,2022-08-10,EVP,78,0.78,NA,NA,NA,NA,NA,rr,0.4440762858659342
NA,176,1,825501.1727217612,321593.89607045986,0.404,NA,2022-08-06,EVP,84,0.84,NA,NA,NA,NA,NA,rr,0.47422963914290467
NA,178,2,825584.0138902575,321737.4157070517,0.483,NA,2022-08-10,EVP,50,0.5,NA,NA,NA,NA,NA,rr,0.5901225925119302
NA,179,1,825651.8588237502,321907.4945085525,0.356,NA,2022-08-10,EVP,63,0.63,NA,NA,NA,NA,NA,rr,0.4865919966271757
NA,180,3,825683.7149453135,322002.97694062605,0.498,NA,2022-08-10,EVP,22,0.22,NA,NA,NA,NA,NA,rr,0.5990565909596297
NA,181,1,825730.479351522,321814.952346879,0.349,NA,2022-08-10,EVP,128,1.28,NA,NA,NA,NA,NA,rr,0.32241393754933045
NA,183,1,825615.3614649198,321965.24304585665,0.089,NA,2022-08-06,EVP,97,0.97,NA,NA,NA,NA,NA,rr,0.23132671134177887
NA,184,3,825537.9180084716,321703.96865941316,0.444,NA,2022-08-10,EVP,30,0.3,NA,NA,NA,NA,NA,rr,0.506844474684952
NA,186,1,825486.371675347,321489.78675300913,0.403,NA,2022-08-06,EVP,73,0.73,NA,NA,NA,NA,NA,rr,0.5623468197331307
NA,187,3,825448.1482726714,321865.38107330963,0.483,NA,2022-08-06,EVP,21,0.21,NA,NA,NA,NA,NA,rr,0.6192604757881526
NA,188,1,825499.4662377643,321490.2621101822,0.376,NA,2022-08-06,EVP,56,0.56,NA,NA,NA,NA,NA,rr,0.543069953889229
NA,189,3,825474.3773424207,321478.3561881621,0.612,NA,2022-08-06,EVP,29,0.29,NA,NA,NA,NA,NA,rr,0.7439702550289439
NA,191,1,825357.4379662962,321737.27734376554,0.459,NA,2022-08-06,EVP,37,0.37,NA,NA,NA,NA,NA,rr,0.5172111788912773
NA,192,1,825404.6597829729,321927.17755203764,0.319,NA,2022-08-06,EVP,63,0.63,NA,NA,NA,NA,NA,rr,0.48562684313103954
NA,193,1,825384.6910941803,321836.4448163063,0.377,NA,2022-08-06,EVP,62,0.62,NA,NA,NA,NA,NA,rr,0.526458033639357
NA,194,1,825243.9305948424,321562.1678008229,0.345,NA,2022-08-06,EVP,66,0.66,NA,NA,NA,NA,NA,rr,0.5299205792359576
NA,195,1,825559.7152151479,321809.3438548617,0.425,NA,2022-08-10,EVP,77,0.77,NA,NA,NA,NA,NA,rr,0.5508162758718422
NA,196,1,825499.0826299554,321623.80319392704,0.253,NA,2022-08-06,EVP,91,0.91,NA,NA,NA,NA,NA,rr,0.37923425929058935
NA,197,1,825531.4111486203,321876.42427188513,0.459,NA,2022-08-06,EVP,54,0.54,NA,NA,NA,NA,NA,rr,0.553609042910682
NA,199,1,825278.4010108075,321586.2280691613,0.34,NA,2022-08-06,EVP,52,0.52,NA,NA,NA,NA,NA,rr,0.4780904863716099
NA,200,1,825408.9808484642,321924.1562559702,0.339,NA,2022-08-06,EVP,64,0.64,NA,NA,NA,NA,NA,rr,0.4437291214855894
